planner_horizon,trace_seed,total_cost,planning_ms_per_decision
4,3307000,85.55581545978785,4.797459370820434
6,3307000,80.32205277830363,42.00460625179403
1,3307001,104.23757813257025,0.14053437371330801
2,3307001,99.52064759668023,0.49943594058277085
4,3307001,98.18964639835689,4.746990634885151
6,3307001,94.90391786396503,42.06754687038483
1,3307002,105.5769466775487,0.13295937969814986
2,3307002,102.6675782956213,0.4928156213281909
4,3307002,98.41490714401007,4.755976560772979
6,3307002,98.53663771003485,42.06210625670792
1,3307003,78.4076995678575,0.12777031042787712
2,3307003,75.82867428064347,0.5002531215723138
4,3307003,74.56605308651925,4.7658546864113305
6,3307003,70.70824373662472,42.00076250344864
1,3307004,125.58605778086168,0.13112343549437355
2,3307004,108.41097029995275,0.49264999324805103
4,3307004,108.38225186825187,4.7837468700890895
6,3307004,107.07398859078248,42.50702031822584
1,3307005,116.96929240822283,0.12808749852410983
2,3307005,111.59923996031284,0.49544687135494314
4,3307005,107.13985766470432,4.80646250252903
6,3307005,104.27711844444275,42.22586562354991
1,3307006,107.3078778512437,0.12932343634020071
2,3307006,99.71585088112262,0.5057734306319617
4,3307006,98.86626085788012,4.761837501064292
6,3307006,98.01382246762515,42.172639068667195
